GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan,class
135.14890280000003,199.525,90.15,472.55,28.78618375,0
143.558642,371.4098361,287.4754098,466.8196721,45.09822658,0
138.4310345,467.1818182,255.7727273,353.7272727,41.72519306,0
111.6363636,249.4137931,137.5862069,601.862069,26.90260763,0
122.5549896,249.62611280000002,115.235905,734.9614243,10.36556462,0
117.6900763,208.17073169999998,95.14634146,486.8292683,29.16748901,0
134.2448113,230.47368419999998,108.6691729,470.8496241,23.32460015,0
124.78507990000001,204.2676056,91.25352113,523.9295775,35.92514645,0
133.3715278,405.77777779999997,331.94444439999995,564.1111111,36.83936602,0
162.1,221.0,99.0,612.0,11.75755077,0
132.52232379999998,257.8974359,161.3162393,439.4957265,17.18192779,0
116.4324324,224.40522880000003,100.2418301,710.5032679999999,29.04463385,0
126.9551986,249.7333333,115.85333329999999,728.8,37.17481585,0
134.36350369999997,193.8294574,81.8372093,371.3255814,20.96291448,0
109.7250804,209.84615380000002,95.43589744,395.8461538,24.77570654,0
139.74479169999998,236.875,107.5,532.25,25.70583456,0
137.3231707,244.0645161,114.80645159999999,733.6129032,30.66233814,0
145.60294119999998,223.8235294,98.52941176,660.5882353,42.48337758,0
124.0263562,218.9105691,105.48780490000001,594.9390244,28.08985475,0
126.99031480000001,225.23076919999997,103.61538459999998,668.9615385,13.9063329,0
115.50592890000001,232.5,99.5625,584.4375,22.04957128,0
134.3933075,234.19230770000001,112.3307692,598.0307692000001,30.62835153,0
123.26869620000001,287.3854167,174.44791669999998,332.15625,18.32625041,0
122.02644479999998,227.07242340000002,106.0668524,550.9665738,36.81162253,0
97.99107143,221.5714286,106.8571429,589.4285714,34.5613917,0
126.99661019999999,216.8108108,99.54054054,692.4324324,27.66184198,0
129.4639556,204.75,90.86764706,455.3970588,41.65476416,0
123.91896979999999,195.01,84.09,365.3,25.91936728,0
119.86857140000002,382.4545455,239.0,511.9090909,38.16428169,0
154.1586826,291.80952379999997,178.1428571,374.4761905,17.24703793,0
127.21431100000001,202.53672319999998,92.25988701,592.7740113,49.22383686,0
109.3693467,215.4,95.96,637.28,33.61866148,0
125.7721612,234.5930233,116.36046509999998,534.0813952999999,26.93923816,0
146.625,208.5882353,88.70588235,454.0,15.85771509,0
116.01111110000001,234.7058824,106.3529412,788.1176471,20.01314447,0
128.5251799,198.8579235,87.92896175,487.33333330000005,31.09976299,0
133.3417367,207.15555559999999,103.31111109999999,465.28888889999996,14.77779449,0
119.27924850000001,239.3378378,107.7162162,727.1891892000001,17.32928314,0
87.3125,195.0,83.0,353.5,7.8222439239999995,0
119.0134529,243.755102,117.47959180000001,755.0510204,27.66118753,0
130.6539862,193.2371795,88.78205128,234.21794869999997,16.37784635,0
139.3925781,206.65625,96.0,423.46875,22.11667834,0
109.33098590000002,332.44444439999995,221.0,374.0,44.98147767,0
118.5852273,284.0,154.0,659.0,19.89974874,0
114.4340278,249.5,109.55555559999999,805.3333332999999,30.99442403,0
132.9679519,203.87251,91.65737052,398.0916335,25.81012101,0
121.5656192,221.9117647,94.97058824,465.2941176,21.74482399,0
137.4369369,246.8809524,120.547619,599.4047619,19.74956586,0
118.33673470000001,206.9459459,92.10810811,457.86486490000004,23.28710506,0
163.7125,232.0,111.2,754.8,22.8035085,0
134.2546677,213.83333330000002,96.64285714,488.45238099999995,18.87862533,0
112.62931029999999,216.4482759,96.44827586,531.0344828,33.53015219,0
130.197644,231.10416669999998,101.27083329999999,639.6666667000001,51.03640704,0
122.7936508,263.25,125.0,862.25,25.00054687,0
134.5498576,226.2045455,99.70454545,676.7727272999999,50.39592725,0
159.5170455,223.63636359999998,98.90909091,556.4545455,23.85354765,0
111.44468549999999,206.5862069,94.34482759,631.7931034,25.2008814,0
136.7747253,207.5217391,97.17391304,594.0434783,30.98032792,0
129.167916,205.4761905,92.73809524,395.26190479999997,28.841982899999998,0
132.9134024,237.47206699999998,114.5195531,543.0810056,21.81468749,0
137.6989247,262.0,154.82857140000002,445.62857139999994,18.245849399999997,0
135.5948158,251.43478259999998,123.6304348,748.326087,28.14068928,0
134.7567185,245.93333330000002,127.1111111,562.1777778,14.67447604,0
137.5220729,227.1818182,133.9494949,246.62626260000002,14.94549496,0
160.8945313,609.375,483.5,694.9375,27.83405064,0
121.014881,263.76190479999997,146.4285714,237.09523810000002,34.20188164,0
130.5852018,202.28571430000002,87.14285714,336.7142857,18.58279185,0
90.625,287.6666667,154.66666669999998,485.0,80.43838221,0
127.80515459999998,235.16393440000002,107.68852460000001,729.295082,34.2625853,0
124.4656992,330.98947369999996,201.4736842,346.07368419999995,40.38227855,0
136.4488189,204.4375,94.0,665.71875,23.84708774,0
133.7028571,381.4545455,258.4025974,563.8051948,61.958086800000004,0
134.72713069999998,213.24113480000003,94.4751773,513.0141844,34.4643615,0
117.96875,226.0,100.0,517.0,16.18641406,0
120.80373829999999,188.037037,87.22222222,367.0740741,17.9152861,0
125.4014085,226.66666669999998,117.4814815,416.3703704,46.06886359,0
133.257948,237.816092,114.1724138,682.862069,33.35827842,0
115.5267857,211.0,91.0,465.0,37.74890186,0
150.04166669999998,210.0,92.0,565.6666667000001,27.87422146,0
109.20833329999999,220.0,95.08333333,757.4166667000001,19.72871568,0
122.1910615,206.41071430000002,95.125,507.30357139999995,23.19443519,0
135.94565219999998,192.02439019999997,84.35365854,203.12195119999998,7.112422627000001,0
126.2280285,231.43396230000002,118.94339620000001,392.5283019,17.20750579,0
142.11883410000002,249.8571429,143.25,418.92857139999995,15.18894603,0
118.83333329999999,242.90476189999998,111.5238095,594.952381,26.81032732,0
103.8515625,224.08333330000002,100.91666670000001,650.375,20.13698746,0
114.0383562,232.21739130000003,108.6304348,704.326087,14.00035444,0
138.6986301,199.13043480000002,87.47826087,458.91304349999996,8.872548518,0
121.3910926,304.7362637,199.3956044,435.0989011,24.20905808,0
135.941452,221.25925930000002,102.1851852,619.4814815000001,23.30798152,0
113.84813079999999,249.0,116.18518519999999,672.962963,25.47722833,0
116.515625,222.0,96.0,546.25,39.25521904,0
136.5425532,211.16666669999998,96.0,515.75,35.27382961,0
140.17405060000002,228.55,106.55,643.25,27.02480342,0
108.821875,213.8,95.05,571.9,16.15270875,0
116.97528090000002,225.78571430000002,103.1428571,632.0,34.65684548,0
128.38486310000002,201.5897436,88.87179487,502.1794871999999,18.73044893,0
124.9753479,237.20189269999997,112.07886440000001,570.6372240000001,30.35179989,0
101.5135135,231.28571430000002,106.42857140000001,791.5714286,21.27852227,0
135.527907,200.5555556,90.96296296,365.3333333,11.07896585,0
129.2100656,252.3478261,114.226087,780.2173912999999,23.88581216,0
136.03639850000002,232.30303030000002,121.2424242,413.6666667,28.13998198,0
103.7894737,223.0,100.0,596.5,12.4465524,0
129.8398438,212.5,95.375,518.0,26.31769545,0
128.2424795,199.3478261,92.43478261,264.6956522,15.65354261,0
143.86197919999998,225.75,109.58333329999999,580.2083332999999,27.09807291,0
123.20833329999999,238.0,109.0,774.0,24.14309195,0
140.07638889999998,222.33333330000002,86.77777778,505.1111111000001,23.8534621,0
119.05851059999999,227.7288136,106.5084746,744.3728814,19.15983062,0
119.725844,205.6851852,92.38888889,421.41666669999995,28.54101295,0
144.5402299,234.2727273,110.0,639.9090909,26.34858505,0
126.35179640000001,248.2619048,119.952381,602.2619047999999,22.95870294,0
128.9930314,222.0,101.7777778,479.9444444,49.53175811,0
114.43069309999998,248.33333330000002,121.6470588,529.4705882000001,16.21285273,0
133.73440779999999,182.06666669999998,73.48888889,340.1888889,16.95155042,0
127.63931170000001,195.4,85.27368421,501.8736842,29.99791313,0
129.4270115,247.65765770000002,114.5045045,702.8558558999999,10.16129956,0
114.38661709999998,236.4117647,114.3529412,794.9705882000001,23.37510061,0
110.13350790000001,209.29166669999998,103.45833329999999,473.20833330000005,19.77213949,0
129.5285714,262.8181818,147.63636359999998,722.7272727000001,23.84752703,0
97.075,251.4,122.8,635.1,11.65160933,0
134.5963597,255.07692310000002,131.4102564,659.6410256,22.80607437,0
145.5528169,211.0,95.11111111,425.66666669999995,9.212344107,0
124.95516299999998,226.69565219999998,100.56521740000001,686.4347826000001,27.871099800000003,0
126.5110212,248.1637555,112.53493449999999,758.1943231,8.155691443,0
143.19407890000002,226.6315789,99.52631579,562.6842105000001,20.43569741,0
123.39686680000001,244.10416669999998,107.6875,685.9583332999999,29.827513399999997,0
131.7332521,264.86538459999997,155.5,404.1153846,28.23477099,0
131.04944740000002,199.54629630000002,88.37962963,526.537037,35.19894468,0
146.7653061,243.6842105,147.94736840000002,252.47368419999998,12.80148883,0
119.296875,229.16666669999998,108.08333329999999,660.25,34.22312409,0
122.1999159,209.2608696,93.06688963,646.3244147,29.78572786,0
132.9970238,211.047619,101.33333329999999,609.3333332999999,24.12185618,0
123.17,289.08,190.04,473.04,17.96191527,0
123.22839509999999,470.74242419999996,447.91666669999995,749.6212121,31.11926833,0
123.5503145,223.8,99.2,649.25,14.52540877,0
133.4198473,241.7727273,120.81818179999999,586.6818182,22.64356808,0
130.4561404,214.7352941,95.95588235,494.7941176,33.33886452,0
121.384,247.0,107.75,930.0,25.28092166,0
119.2956465,224.6804124,105.27835049999999,468.73195880000003,18.62636409,0
117.7261307,209.24,91.24,486.48,25.28791015,0
121.140625,797.0,608.0,819.0,74.87823449,0
143.3828452,220.4666667,100.9,685.9,19.69176365,0
121.01801599999999,260.5095986,125.8499127,837.4834206,21.34339299,0
144.7205882,212.0588235,90.23529412,585.2941176,20.77062072,0
139.32476640000002,213.74074069999998,96.74074074,565.9259258999999,20.42390272,0
137.3057143,237.86363640000002,127.8636364,419.7727273,24.7691824,0
114.70306509999999,228.9090909,102.78787879999999,579.4848485,19.23371313,0
144.9545455,211.36363640000002,92.27272727,369.5454545,17.72657341,0
150.53571430000002,223.1428571,101.2857143,655.4285714,27.77680724,0
127.18001979999998,224.83505150000002,99.28865979,675.8865979,8.520005778,0
126.86310300000001,445.14583330000005,335.4583333,582.3125,20.046776899999998,0
118.4808743,216.2608696,96.21739129999999,498.5217391,21.64221877,0
124.84663629999999,211.9045455,94.69090909,516.0909091,48.02140083,0
138.95428569999999,211.2727273,91.36363636,549.6363636,24.55353402,0
162.40625,609.0,599.0,778.0,80.04529967,0
115.9385307,225.047619,100.7619048,716.9761905,27.75814726,0
133.17190779999999,237.9,119.56666670000001,505.03333330000004,19.85304343,0
145.1126126,204.71428569999998,85.71428571,495.07142860000005,22.28582875,0
136.0364668,230.8846154,112.0512821,544.5256410000001,23.57697536,0
130.2065015,242.07881769999997,121.1133005,609.0344828,32.83036848,0
132.1734459,187.63414630000003,82.48780488,345.2073171,16.54394037,0
127.7783133,222.5384615,106.38461540000002,648.0769231,32.66865094,0
120.59765630000001,205.4375,91.25,565.8125,15.87253918,0
147.59740259999998,229.6,110.6,575.2,22.26229997,0
129.5097826,234.25,109.28448279999999,566.3103447999999,35.64903048,0
137.84189719999998,190.0,92.75,309.75,13.60477283,0
115.2842105,228.75,104.375,798.75,14.5085583,0
132.7053571,214.8571429,99.35714286,581.5,31.91154867,0
143.20625,207.2,87.4,413.4,15.28692252,0
118.15031979999999,241.8813559,118.88135590000002,728.2372881,36.67725335,0
135.8438178,214.2413793,102.1034483,638.1034482999999,24.82638886,0
100.15,243.8,111.0,764.8,30.13702042,0
131.3283884,193.7419355,86.58064516,300.98924730000005,25.92331514,0
129.2080096,188.6886792,110.65094340000002,327.7169811,19.00539542,1
128.4058524,216.56,98.98,306.18,22.94658144,0
135.8468028,265.4859155,125.26056340000001,885.0211267999999,18.14133851,0
127.48187209999999,280.1578947,165.37894740000002,741.2526316000001,40.35743349,0
139.6494465,231.9411765,106.88235290000001,753.6470588,41.82915491,0
131.8386243,227.64210530000003,104.5052632,655.7473683999999,23.55369889,0
132.41986229999998,185.859375,79.796875,355.46875,20.7054303,0
124.7113095,225.3809524,101.952381,648.047619,29.95378148,0
144.91666669999998,214.83333330000002,98.16666667,494.83333330000005,23.2874549,0
131.870155,206.63076919999997,92.26153846,462.1384615,31.04658077,0
130.2432432,203.16666669999998,88.38888889,522.6805555999999,28.07600671,0
108.453125,211.5,94.41666667,574.25,28.16568046,0
124.96062990000001,204.0,97.5,498.0,13.05696653,0
133.2803347,225.4666667,102.0,725.2,15.78804048,0
133.2065868,189.78823530000003,81.21176471,261.1294118,15.82910464,0
136.25520830000002,244.75,110.58333329999999,697.9166667000001,40.63542364,0
132.74375,227.1,100.35,635.6,30.61372241,0
122.06268659999999,213.28571430000002,95.14285714,557.0,22.67906824,0
146.5178571,213.8571429,92.0,534.8571429,32.40811186,0
134.2026549,198.7746479,88.30985915,395.30985919999995,29.16884066,0
137.3802521,193.7,84.83333333,300.8333333,12.87098373,0
125.7160548,225.5574913,128.1010453,194.28571430000002,14.36070908,0
128.3605769,184.65151519999998,77.43939394,335.60606060000003,15.90768392,0
140.5397727,243.63636359999998,105.54545449999999,749.8181818,37.55986956,0
136.4769231,233.3414634,114.8292683,430.5365853999999,14.70317055,0
125.1496063,233.5,120.5,852.0,29.865257300000003,0
135.32173909999997,213.76923080000003,96.86153846,555.8923077000001,29.87199516,0
139.84375,256.8333333,132.375,328.5416667,15.80348063,0
141.3839398,257.44,144.64,343.36,39.74624007,0
114.8125,208.5,94.5,474.3888888999999,23.12739811,0
116.96484380000001,222.6875,96.4375,498.6875,29.65471874,0
117.36466589999999,236.91891890000002,120.981982,485.33333330000005,27.01744275,0
120.94791670000001,252.33333330000002,109.95833329999999,822.375,25.61896948,0
142.86771299999998,228.6785714,104.3928571,674.9642857000001,32.39953073,0
121.9114114,218.1190476,96.04761905,583.0238095,27.47623174,0
139.0144231,198.9230769,79.23076923,344.3846154,24.72044886,0
112.2233503,221.24,103.16,627.16,22.84402767,0
129.8576438,275.8,146.85555559999997,645.7888889,33.40604107,0
132.3818182,210.0,87.85714286,489.57142860000005,25.03711531,0
124.54255320000001,251.4150943,119.754717,914.9433962000002,31.50810075,0
154.4125,211.8,88.0,511.4,15.6792857,0
122.4932886,207.8947368,93.84210526,554.0,10.98500615,0
140.6183575,210.19230770000001,94.53846154,600.5,25.45766732,0
115.8052764,237.04,112.88,627.32,23.55919353,0
122.13508059999998,237.12903230000003,110.87096770000001,683.483871,31.28902558,0
93.5546875,207.25,90.75,670.0,15.61599741,0
118.0625,195.4,85.8,489.0,15.55120574,0
114.3885768,211.1044776,92.65671642,638.5074627,24.05890174,0
132.1375291,182.22222219999998,92.74074074,381.037037,35.23185988,0
116.993007,356.0,228.33333330000002,456.83333330000005,70.78763232,0
123.0179362,225.6725352,106.81690139999999,579.6408451,30.83529332,0
136.7897898,210.33333330000002,92.80952381,596.7142857000001,25.71992883,0
117.39107140000002,256.2571429,112.88571429999999,810.9428571000001,17.908976199999998,0
113.94685990000002,196.6153846,89.15384615,480.15384620000003,28.79862751,0
117.84383559999999,256.1956522,117.1086957,901.1956522,22.05376657,0
133.6901141,214.4545455,95.48484848,415.3333333,11.88535687,0
120.36277369999999,205.5,119.3953488,416.5813953,20.67631835,1
124.7676508,212.6122449,91.20408163,650.6122449,18.75589037,0
111.3105263,403.75,302.5416667,447.33333330000005,15.72595166,0
131.116672,200.28787880000002,88.47474747,416.02525249999997,39.35435722,0
138.00945019999997,239.54794520000002,113.3835616,495.0547945,16.83613473,0
115.8419118,200.44117649999998,87.32352941,366.11764710000006,36.64305757,0
122.18815330000001,200.33333330000002,90.0,631.0,22.21499883,0
132.9947917,191.58333330000002,85.08333333,537.6666667000001,21.31212325,0
104.7142857,182.78571430000002,81.78571429,281.7142857,21.16552839,0
116.94160579999999,253.5384615,117.3076923,857.4615385,14.37396768,0
135.0857605,223.3846154,114.56410259999998,363.71794869999997,20.56212024,0
132.2571528,192.7252747,92.63186813,155.9450549,13.24091466,0
150.36065569999997,206.69565219999998,88.56521739,428.6521739,20.37660544,0
112.73655910000001,261.2571429,126.5428571,803.9142857,21.74839426,0
129.4899598,207.5,86.5,294.25,11.15165346,0
112.25,686.0,528.3333333,703.6666667000001,43.77467558,0
106.2421053,221.75,140.0,381.1666667,18.90326251,1
142.9490291,200.5769231,86.96153846,431.03846150000004,19.28718648,0
117.94812160000001,209.8,88.02857143,391.51428569999996,15.98943529,0
134.72799419999998,246.72413790000002,115.8275862,673.1494253,23.45414058,0
128.9338555,363.22758619999996,252.5034483,338.9931034,33.83693568,0
126.05614969999999,195.0,89.4893617,379.7446809,28.28689597,0
123.9638158,190.94736840000002,88.89473684,416.36842110000003,35.83920693,0
136.61978019999998,196.7719298,88.07017544,481.2631579,21.05197367,0
131.36611200000002,186.0,82.73809524,273.64285710000007,17.18005224,0
124.17378799999999,214.757377,99.29508197,530.6885246,43.08854829,0
121.5173611,230.54166669999998,103.04166670000001,768.125,28.70144518,0
118.90554820000001,237.27368419999996,110.37894740000002,815.7578947000001,34.249263899999995,0
157.859375,215.5,91.75,571.75,15.204851199999998,0
126.8053463,223.8547009,106.96296299999999,521.5156695000001,29.90213201,0
128.5853018,201.60416669999998,94.66666667,454.64583330000005,20.63758034,0
112.0659722,201.9444444,91.22222222,501.72222220000003,17.53488586,0
118.703125,211.25,96.08333333,328.7916667,17.05867122,0
135.1243358,251.9663866,133.487395,441.0672268999999,22.36496802,0
128.9721627,217.2954545,100.5,504.625,25.76976093,0
125.17192800000001,559.048,365.968,439.272,15.39232155,0
147.1262136,239.84615380000002,104.88461540000002,804.4230769,24.183715,0
142.51041669999998,188.33333330000002,86.83333333,450.0,20.08782799,0
134.3875,208.7,92.6,557.45,26.02306669,0
115.45518870000001,237.037037,106.2962963,527.2222222,13.66631536,0
130.24688559999998,183.1964286,79.48214286,440.26785710000007,13.26110191,0
126.86786790000001,218.2380952,102.0,663.5714286,32.20618101,0
105.79620849999999,247.125,116.925,688.2,12.58729518,0
126.5782665,252.9494949,136.969697,212.7070707,12.12836489,0
138.0927419,238.45161290000001,106.80645159999999,659.0645161,19.5242585,0
110.0859375,217.0,100.0,470.0,14.57523585,0
125.1625,209.9,92.6,592.4,20.36565737,0
127.8075511,254.39754100000002,118.3852459,718.0860656000001,7.973375138,0
125.7730449,235.5608466,107.957672,765.8465607999999,36.7743382,0
103.5375,263.4,122.8,894.6,16.69850293,0
137.76988640000002,242.63636359999998,119.4090909,917.2727273,11.13339478,0
126.023399,234.4313725,114.60784309999998,457.62745099999995,27.14093821,0
123.68593659999999,218.79646019999998,104.52212390000001,483.3539823,37.17195514,0
129.70381229999998,182.372093,74.88372093,292.6744186,13.40592283,0
116.08333329999999,219.4444444,99.33333333,440.66666669999995,53.19519147,0
124.86089240000001,252.41666669999998,124.25,595.1666667000001,26.56121729,0
122.5668605,206.372093,89.86046512,494.9767442,26.23863941,0
138.74345549999998,194.8055556,84.04166667,470.625,27.8894941,0
136.37218049999998,217.8235294,98.17647059,437.3529412,23.10095191,0
142.2675277,236.8823529,107.4117647,583.8235294,21.73646817,0
124.12116680000001,204.9285714,88.89285714,435.1547619,25.55032604,0
140.7721519,207.52,93.88,448.28,22.85908135,0
119.47834650000001,269.375,122.1875,851.71875,14.41014725,0
143.75,251.84615380000002,117.61538459999998,894.4615385,22.93597985,0
118.3174905,214.3939394,91.48484848,520.030303,38.54433484,0
116.8400182,268.62318839999995,127.56521740000001,855.5362319,22.49925668,0
144.01655630000002,220.4210526,102.5789474,491.94736839999996,16.16552194,0
139.6125,211.4,91.3,527.5,26.67676892,0
139.73863640000002,219.0909091,98.22727273,612.5,27.84442464,0
130.7259615,239.84615380000002,131.0769231,529.3846154,40.26333437,0
135.51929819999998,200.4444444,90.80555556,515.8888889,12.66142679,0
122.7331787,231.41610740000002,111.7516779,615.1644295,31.45153003,0
138.4821429,208.41304350000001,88.45652174,460.82608700000003,17.49096445,0
127.47916670000001,220.0,98.0,466.0,22.24609828,0
